Row,Sample Name,Transaction Id,Anon Student Id,Session Id,Time,Time Zone,Student Response Type,Student Response Subtype,Tutor Response Type,Tutor Response Subtype,Level (Lesson),Level (Level2),Problem Name,Problem View,Problem Start Time,Step Name,Attempt At Step,Is Last Attempt,Outcome,Selection,Action,Input,Rater 1: Obviously AI-generated Response (yes=1; no= 0),Rater 2: Obviously AI-generated Response (yes=1; no= 0),Source of Truth: Obviously AI-generated,"Rater 1: Authentic, Real Person Response (yes=1; no=0)","Rater 2: Authentic, Real Person Response (yes=1; no=0)","Source of Truth: Authentic, Real Person",Duration (sec),Feedback Text,Feedback Classification,Help Level,Total Num Hints,KC (Single-KC),KC Category (Single-KC),KC (Unique-step),KC Category (Unique-step),School,Class,CF (AI_Evaluation),CF (AI_Rephrased_Response),CF (AI_Request_Counter),CF (AiEnabled),CF (Condition),CF (Counterbalanced),CF (Sequence),CF (tool_event_time),CF (tutor_event_time),Event Type
29467,All Data,8af08679db114dcbb9df3a7a485566bd,Stu_24d3594caca506a633cdb1344060326f,ctat_session_340fee93-1266-cfc9-8301-5014350a2d13,4/12/24 2:20,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Shivang,"6. You are tutoring a student, Shivang, who often struggles to learn math. You encourage him by setting short term goals and breaking down problems. You praise him for working hard, even if he doesn't always get the problems correct. Shivang finds himself",2,4/12/24 2:20,6 open response,1,1,,6,open response,"The type of motivation Shivang is experiencing in this scenario is a combination of both extrinsic and intrinsic motivation. Extrinsic motivation comes into play through the praise and encouragement you provide, which acts as a form of external reward for his efforts. Intrinsic motivation is evident as Shivang begins to put in more effort and feels good about himself for making progress, indicating a personal satisfaction and internal drive to learn and improve in math. Together, these motivations are effectively helping him to engage more deeply with his learning and work towards his goals.",,,,,,,0,,,,,Single-KC,,KC390,,PLUS Tutoring,PLUS Lessons,,,,,Open-response only,"Scenario Kevin, Scenario  Carla",,2024-04-12 02:20:47.717 UTC,2024-04-12 02:20:47.717 UTC,
29469,All Data,53ad19c753fdcefee4fa13e5c4d1743b,Stu_24d3594caca506a633cdb1344060326f,ctat_session_340fee93-1266-cfc9-8301-5014350a2d13,4/12/24 2:21,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,7. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1,4/12/24 2:21,7 open response,1,1,,7,open response,"To increase Carla's motivation and engagement in math, I would say, ""Carla, I know this math feels tough right now, but just like when you design your scarves, every stitch counts to create something beautiful. Math is similar it's about piecing together different concepts to solve a problem. Let's tackle these math problems one step at a time, just like you approach your designs. I'm here to help you connect the dots, and I know you can use your creative skills to master these concepts too. Let's keep going and see how math can help you bring your designs to life even more!"" This approach ties her passion for fashion design directly to learning math, making the subject more relevant and interesting to her, and framing the challenge as a creative problem-solving exercise.",1,1,1,0,0,0,0,,,,,Single-KC,,KC1014,,PLUS Tutoring,PLUS Lessons,,,,,Open-response only,"Scenario Kevin, Scenario  Carla",,2024-04-12 02:21:58.282 UTC,2024-04-12 02:21:58.283 UTC,
29471,All Data,6d109bde76398f68c13f27e097f09dd8,Stu_24d3594caca506a633cdb1344060326f,ctat_session_340fee93-1266-cfc9-8301-5014350a2d13,4/12/24 2:22,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,9. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,1,4/12/24 2:22,9 open response,1,1,,9,open response,"The approach selected in Question 11 is particularly effective because it employs a blend of motivational strategies tailored to Carla's interests and emotional needs. First, it offers personal, hands-on support by suggesting a collaborative effort (""let's work together""), which can make the task seem less daunting and more achievable. This kind of partnership not only alleviates the stress associated with challenging assignments but also directly addresses the struggle by breaking it down into manageable parts with guidance, enhancing her confidence. Moreover, it acknowledges her capabilities and reinforces her self-efficacy with encouraging statements (""You can do this, I know you can""), which is crucial for building her belief in her own abilities. By linking the completion of the math assignment with an opportunity to discuss her passion for scarf making, the approach also cleverly integrates Carla's personal interests, making the math work more relevant and engaging. This relevance helps in applying abstract mathematical concepts to real-world contexts that she values, thereby increasing intrinsic motivation. This connection not only makes the task more interesting but also demonstrates the practical utility of math in her favored activities, enhancing her overall engagement and willingness to persist through challenges.",1,1,1,0,0,0,0,,,,,Single-KC,,KC806,,PLUS Tutoring,PLUS Lessons,,,,,Open-response only,"Scenario Kevin, Scenario  Carla",,2024-04-12 02:22:39.444 UTC,2024-04-12 02:22:39.445 UTC,
29851,All Data,2b7651d5f095f549975385aede8080d6,Stu_24e3575a1f8a77ed7fa6be4cfc6ce7bf,ctat_session_09596de6-5dbb-76da-8eb1-2b8748ab5f69,9/14/23 12:58,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,1. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,2,9/14/23 12:58,1 open response,1,1,,1,open response,"Hey Carla! Once we finish this last problem, can you tell me more about making scarves?",0,0,0,1,1,1,0,,,,,Single-KC,,KC434,,PLUS Tutoring,PLUS Lessons,,,,,Open-response only,"Scenario Carla, Scenario  Kevin",,2023-09-14 12:58:52.871 UTC,2023-09-14 12:58:52.872 UTC,
29853,All Data,7033219341375f18b5a7a739cc8cb704,Stu_24e3575a1f8a77ed7fa6be4cfc6ce7bf,ctat_session_09596de6-5dbb-76da-8eb1-2b8748ab5f69,9/14/23 12:59,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,2. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,2,9/14/23 12:59,2 open response,1,1,,2,open response,"It shows that I was listening to her interests, and provides incentive to continue. This puts the problem in perspective, showing that she only has to put in effort for a little bit longer.",0,0,0,1,1,1,0,,,,,Single-KC,,KC1111,,PLUS Tutoring,PLUS Lessons,,,,,Open-response only,"Scenario Carla, Scenario  Kevin",,2023-09-14 12:59:24.491 UTC,2023-09-14 12:59:24.492 UTC,
29870,All Data,ce5fa4e15fecaa86a3e694a927dea9e7,Stu_24e3575a1f8a77ed7fa6be4cfc6ce7bf,ctat_session_09596de6-5dbb-76da-8eb1-2b8748ab5f69,9/14/23 13:04,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Shivang,"6. You are tutoring a student, Shivang, who often struggles to learn math. You encourage him by setting short term goals and breaking down problems. You praise him for working hard, even if he doesn't always get the problems correct. Shivang finds himself",3,9/14/23 13:04,6 open response,1,1,,6,open response,"This is extrinsic motivation, because he is working hard to achieve a short-term goal, and to receive praise. It becomes intrinsic motivation as he develops a genuine desire to improve and feel satisfied.",,,,,,,0,,,,,Single-KC,,KC390,,PLUS Tutoring,PLUS Lessons,,,,,Open-response only,"Scenario Carla, Scenario  Kevin",,2023-09-14 13:04:06.241 UTC,2023-09-14 13:04:06.241 UTC,
29873,All Data,a731c5c29224881eb09be8eebc9b5e81,Stu_24e3575a1f8a77ed7fa6be4cfc6ce7bf,ctat_session_09596de6-5dbb-76da-8eb1-2b8748ab5f69,9/14/23 13:24,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,7. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1,9/14/23 13:24,7 open response,1,1,,7,open response,"Great work this week Kevin! Since you have all this extra time, I'd like to hear more about baseball and what teams you're rooting for.",0,0,0.5,0,1,0,0,,,,,Single-KC,,KC932,,PLUS Tutoring,PLUS Lessons,,,,,Open-response only,"Scenario Carla, Scenario  Kevin",,2023-09-14 13:24:21.075 UTC,2023-09-14 13:24:21.077 UTC,
29875,All Data,3b1fdcbca91b913f6890d7c2bf3893b7,Stu_24e3575a1f8a77ed7fa6be4cfc6ce7bf,ctat_session_09596de6-5dbb-76da-8eb1-2b8748ab5f69,9/14/23 13:24,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,9. Why do you think the approach you selected in Question 8 will best support and increase Kevin's motivation to complete his math work and increase engagement?,1,9/14/23 13:24,9 open response,1,1,,9,open response,This approach will provide future extrinsic motivation for him to work hard and complete lessons earlier.,0,0,0,1,1,1,0,,,,,Single-KC,,KC1272,,PLUS Tutoring,PLUS Lessons,,,,,Open-response only,"Scenario Carla, Scenario  Kevin",,2023-09-14 13:24:56.314 UTC,2023-09-14 13:24:56.315 UTC,
30455,All Data,476618e3188447383bdfcc37793d4a95,Stu_25804f8babfe11d347a7d3fda9b5d04a,ctat_session_d113bee2-8796-3aad-be6a-a3c0e7b76fc1,8/5/24 16:18,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,1. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1,8/5/24 16:18,1 open response,1,1,,1,open response,"I'm really impressed with how hard you've been working on your math lessons this week. To celebrate your effort, I've got a fun challenge for you: how about we set up a ""math game"" where each lesson you complete is like making a great play on the field? If you hit your weekly goal, we'll have a special baseball-themed reward for you. Think of it as a chance to score a home run in both math and baseball! Let's keep up the great work and see how many ""runs"" we can score together.",1,1,1,0,0,0,0,,,,,Single-KC,,KC410,,E-Learning Course,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-05 16:18:44.653 UTC,2024-08-05 16:18:44.654 UTC,
30462,All Data,fd676b8f4dd03d02802508bb7b894277,Stu_25804f8babfe11d347a7d3fda9b5d04a,ctat_session_d113bee2-8796-3aad-be6a-a3c0e7b76fc1,8/5/24 16:19,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,1,8/5/24 16:19,3 open response,3,1,,3,open response,"The approach I selected is effective because it does Positive Reinforcement, Encouragement and Validation",0,0,0,1,1,1,7,,,,,Single-KC,,KC175,,E-Learning Course,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-05 16:19:57.367 UTC,2024-08-05 16:19:57.367 UTC,
30478,All Data,b018b4c98d031f3986a8773a2f176870,Stu_25804f8babfe11d347a7d3fda9b5d04a,ctat_session_d113bee2-8796-3aad-be6a-a3c0e7b76fc1,8/5/24 16:22,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1,8/5/24 16:22,9 open response,2,1,,9,open response,"Hi Carla, I know math can be really tough right now, but think about how the skills you're learning could help with your fashion designs. For example, understanding geometry can help you create perfect patterns for your scarves. Imagine being able to design with even more precision and creativity because of the math skills you're developing!",0,1,1,0,0,0,5,,,,,Single-KC,,KC537,,E-Learning Course,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-05 16:22:54.814 UTC,2024-08-05 16:22:54.815 UTC,
30480,All Data,605cfdb33e514858716eae6dba984d81,Stu_25804f8babfe11d347a7d3fda9b5d04a,ctat_session_d113bee2-8796-3aad-be6a-a3c0e7b76fc1,8/5/24 16:23,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,11. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,1,8/5/24 16:23,11 open response,1,1,,11,open response,"It offers to work together, which can reduce the feeling of being overwhelmed and make the task seem more manageable.",0,0,0,1,1,1,0,,,,,Single-KC,,KC421,,E-Learning Course,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-05 16:23:44.241 UTC,2024-08-05 16:23:44.241 UTC,
30604,All Data,bf950cbc00505c6d2ffe2df672440681,Stu_25b89bac8fc8ccc6e077c570ca7b63b0,ctat_session_bde6c279-1bb3-1ca4-2639-98164928db43,8/9/24 22:19,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,1,8/9/24 22:19,3 open response,1,1,,3,open response,"The approach I selected is likely to best support and increase Kevin's motivation because: Positive Reinforcement: It acknowledges and praises Kevin's effort and success, which can boost his self-esteem and motivation. When students are recognized for their hard work, they're often more inclined to continue putting in effort. Personal Connection: By tying the reward to Kevin's love for baseball, the message leverages his interests to create a meaningful incentive. This personal connection makes the reward more appealing and reinforces the positive behavior. Celebration of Success: It emphasizes Kevin's achievements and makes him feel proud of what he's accomplished. Celebrating successes, no matter how small, can foster a positive attitude toward tasks that might otherwise seem challenging. Encouragement and Engagement: Asking about his baseball season keeps the conversation engaging and shows that you're interested in his life outside of school. This builds rapport and makes him feel valued, which can increase his overall engagement and motivation.",1,1,1,0,0,0,0,,,,,Single-KC,,KC175,,E-Learning Course,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-09 22:19:26.694 UTC,2024-08-09 22:19:26.694 UTC,
30615,All Data,7154a86c7a94be918a6c0ea3075e0b93,Stu_25b89bac8fc8ccc6e077c570ca7b63b0,ctat_session_bde6c279-1bb3-1ca4-2639-98164928db43,8/9/24 22:21,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1,8/9/24 22:21,9 open response,1,1,,9,open response,"To increase Carla's motivation and engagement with math, you can connect her interest in fashion and scarf design with her math assignment. Here's a tailored approach: ""Carla, I know math might feel really challenging right now, but let's think of it like designing one of your custom scarves. Just like with fashion design, math is about creating something unique and beautiful. If we can break down these math problems into smaller, manageable pieces, it's like choosing the right patterns and colors for your scarf. Each step we work through is a step towards creating something great. Once we get through this together, I'm sure you'll see how these skills can actually help with things like measurements and patterns in your designs. Let's tackle this step by step, and soon we'll have you feeling as confident with math as you are with your fashion designs.""",1,1,1,0,0,0,0,,,,,Single-KC,,KC537,,E-Learning Course,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-09 22:21:05.971 UTC,2024-08-09 22:21:05.971 UTC,
30617,All Data,190f1dc4390fdf652cadf2b133b7caec,Stu_25b89bac8fc8ccc6e077c570ca7b63b0,ctat_session_bde6c279-1bb3-1ca4-2639-98164928db43,8/9/24 22:21,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,11. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,1,8/9/24 22:21,11 open response,1,1,,11,open response,"The approach selected in Question 10 will best support and increase Carla's motivation for several reasons: Collaborative Approach: By suggesting that you work together, you reduce the sense of isolation and make the task feel more manageable. This collaborative effort can ease Carla's anxiety and provide immediate support, helping her feel less overwhelmed. Positive Reinforcement: Expressing confidence in Carla's ability to complete the assignment boosts her self-esteem and motivation. When students feel that their efforts are recognized and that someone believes in their capabilities, they are more likely to persevere. Connection to Interests: Offering to listen to her talk about her scarves as a reward connects the math work with her personal interests. This makes the assignment feel more relevant and rewarding, reinforcing the idea that completing the task has meaningful benefits beyond just finishing the work.",1,1,1,0,0,0,0,,,,,Single-KC,,KC421,,E-Learning Course,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-09 22:21:36.459 UTC,2024-08-09 22:21:36.460 UTC,
30940,All Data,7e0c1f155f8caddccbc104e3791aae10,Stu_25b98835e57e5cff06855f0f204ac75a,ctat_session_ef9f524d-8362-3d87-2205-fdc7168f46ca,11/28/23 21:17,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,7. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1,11/28/23 21:17,7 open response,1,1,,7,open response,"Kevin, I am so proud that you persevered through the week completing math lessons. You met your effort goal! As a reward, I promised we could talk about baseball for 10 minutes. Please tell me, how is your season going?					Single-KC		KC932		PLUS Tutoring	PLUS Lessons					MCQ only	Scenario Carla, Scenario  Kevin		2023-11-28 21:17:01.400 UTC	2023-11-28 21:17:01.401 UTC	",1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,
30943,All Data,fc635c1d4390fba6df27c6df67580133,Stu_25b98835e57e5cff06855f0f204ac75a,ctat_session_ef9f524d-8362-3d87-2205-fdc7168f46ca,11/28/23 21:17,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,9. Why do you think the approach you selected in Question 8 will best support and increase Kevin's motivation to complete his math work and increase engagement?,1,11/28/23 21:17,9 open response,1,1,,9,open response,"When you provide rewards or incentives to students, such as the reward of talking about baseball with Kevin, you are providing external rewards to motivate the student. External rewards or incentives can support engagement and motivate students.",0,0,0.5,0,1,0,0,,,,,Single-KC,,KC1272,,PLUS Tutoring,PLUS Lessons,,,,,MCQ only,"Scenario Carla, Scenario  Kevin",,2023-11-28 21:17:21.527 UTC,2023-11-28 21:17:21.528 UTC,
